epoch,loss
0,0.986216127872467
1,0.44401252269744873
2,0.40757063031196594
3,0.37406399846076965
4,0.35489144921302795
5,0.33393675088882446
6,0.31375232338905334
7,0.2970394492149353
8,0.28153619170188904
9,0.2698040008544922
10,0.25934919714927673
11,0.2537088692188263
12,0.24753519892692566
13,0.24366043508052826
14,0.2399887889623642
15,0.237751305103302
16,0.23548893630504608
17,0.23258289694786072
18,0.2310207039117813
19,0.23004086315631866
20,0.22851093113422394
21,0.22809945046901703
22,0.22703105211257935
23,0.22591334581375122
24,0.22488762438297272
25,0.2243615686893463
26,0.22336070239543915
27,0.22249992191791534
28,0.22215859591960907
29,0.2218455970287323
30,0.22092944383621216
31,0.22040054202079773
32,0.22023311257362366
33,0.22014500200748444
34,0.219105064868927
35,0.21924327313899994
36,0.21929119527339935
37,0.21895092725753784
38,0.21857868134975433
39,0.21798491477966309
40,0.21811798214912415
41,0.2178223729133606
42,0.21782708168029785
43,0.2176121026277542
44,0.21668370068073273
45,0.21658603847026825
46,0.21673786640167236
47,0.2162088006734848
48,0.21672092378139496
49,0.21534591913223267
50,0.2151881456375122
51,0.21622978150844574
52,0.21489554643630981
53,0.21535822749137878
54,0.21595290303230286
55,0.21547137200832367
56,0.2150244414806366
57,0.2154386043548584
58,0.21571312844753265
59,0.21576844155788422
60,0.21324072778224945
61,0.21514351665973663
62,0.21547375619411469
63,0.2155185341835022
64,0.21382835507392883
65,0.21337927877902985
66,0.21476933360099792
67,0.213755264878273
68,0.2145562469959259
69,0.21415473520755768
70,0.213695228099823
71,0.21431659162044525
72,0.21355338394641876
73,0.2146913856267929
74,0.21354110538959503
75,0.2135847508907318
76,0.21480418741703033
77,0.2141842544078827
78,0.21422649919986725
79,0.21462482213974
80,0.21511094272136688
81,0.21370166540145874
82,0.21452876925468445
83,0.21524974703788757
84,0.21544711291790009
85,0.21536244451999664
86,0.21457161009311676
87,0.21536456048488617
88,0.21490620076656342
89,0.2152005285024643
90,0.21446426212787628
91,0.21433991193771362
92,0.21444366872310638
93,0.2151225358247757
94,0.2143055647611618
95,0.21504637598991394
96,0.21486563980579376
97,0.21506766974925995
98,0.21460799872875214
99,0.21487633883953094
100,0.21501614153385162
101,0.21459317207336426
102,0.214975506067276
103,0.2156221717596054
104,0.2147432267665863
105,0.21549667418003082
106,0.21524196863174438
107,0.2146151065826416
108,0.21498677134513855
109,0.2148628681898117
110,0.21521110832691193
111,0.2154826670885086
112,0.21490226686000824
113,0.21495498716831207
114,0.21459907293319702
115,0.20960812270641327
116,0.20957103371620178
117,0.21535411477088928
118,0.2149522453546524
119,0.21602576971054077
120,0.21562559902668
121,0.21631011366844177
122,0.2157253921031952
123,0.2164783775806427
124,0.21590255200862885
125,0.21657313406467438
126,0.21601872146129608
127,0.21682143211364746
128,0.21674002707004547
129,0.21663205325603485
130,0.21660296618938446
131,0.217102512717247
132,0.21675114333629608
133,0.21648560464382172
134,0.21707683801651
135,0.21504074335098267
136,0.2149653285741806
137,0.21853749454021454
138,0.2153192162513733
139,0.21892063319683075
140,0.22762107849121094
141,0.29516732692718506
142,0.30698683857917786
143,0.28416314721107483
144,0.25485292077064514
145,0.23472993075847626
146,0.23052386939525604
147,0.22500813007354736
148,0.22411246597766876
149,0.22300368547439575
150,0.22190295159816742
151,0.2214978039264679
152,0.22143810987472534
153,0.22099006175994873
154,0.21833021938800812
155,0.21925826370716095
156,0.2208215743303299
157,0.22094151377677917
158,0.22074085474014282
159,0.22002972662448883
160,0.22105738520622253
161,0.22090813517570496
162,0.22424228489398956
163,0.22315409779548645
164,0.2266976237297058
165,0.22218498587608337
166,0.22227005660533905
167,0.2230045646429062
168,0.2230982929468155
169,0.22296780347824097
170,0.22181078791618347
171,0.22113296389579773
172,0.2232610434293747
173,0.22328773140907288
174,0.22378714382648468
175,0.22352637350559235
176,0.22182758152484894
177,0.22156397998332977
178,0.22239626944065094
179,0.2229468822479248
180,0.22181621193885803
181,0.22224971652030945
182,0.2228812426328659
183,0.2230917066335678
184,0.22405844926834106
185,0.22231410443782806
186,0.22386397421360016
187,0.222471684217453
188,0.22235503792762756
189,0.22316978871822357
190,0.22328659892082214
191,0.22143885493278503
192,0.222401425242424
193,0.22216571867465973
194,0.22025012969970703
195,0.22259876132011414
196,0.22362399101257324
197,0.22467167675495148
198,0.2285700887441635
199,0.23262062668800354
200,0.24249161779880524
201,0.2421640008687973
202,0.2378237545490265
203,0.23491814732551575
204,0.23203915357589722
205,0.2344736009836197
206,0.25443336367607117
207,0.27163684368133545
208,0.2839512825012207
209,0.2789498567581177
210,0.26872706413269043
211,0.2602669596672058
212,0.24950619041919708
213,0.24775592982769012
214,0.25160446763038635
215,0.2506362497806549
216,0.24399277567863464
217,0.2450236827135086
218,0.23989960551261902
219,0.2413555085659027
220,0.2367461770772934
221,0.23558127880096436
222,0.23683838546276093
223,0.23527774214744568
224,0.23533061146736145
225,0.23360195755958557
226,0.23547397553920746
227,0.23539680242538452
228,0.23551011085510254
229,0.23392455279827118
230,0.2343314290046692
231,0.23422275483608246
232,0.2335905134677887
233,0.23225224018096924
234,0.23145243525505066
235,0.2318199872970581
236,0.2305750697851181
237,0.2321849912405014
238,0.23171795904636383
239,0.2313348799943924
240,0.23115937411785126
241,0.23118874430656433
242,0.23276573419570923
243,0.2296285182237625
244,0.23027491569519043
245,0.23049861192703247
246,0.23082031309604645
247,0.23174861073493958
248,0.23221272230148315
249,0.23216892778873444
250,0.23142382502555847
251,0.2318001538515091
252,0.23221278190612793
253,0.2327178567647934
254,0.23119984567165375
255,0.2326044887304306
256,0.2315887063741684
257,0.2323915958404541
258,0.23284263908863068
259,0.23404452204704285
260,0.2346557229757309
261,0.23328690230846405
262,0.2316015213727951
263,0.23222991824150085
264,0.23202361166477203
265,0.23269103467464447
266,0.2352217584848404
267,0.23383913934230804
268,0.23429878056049347
269,0.23396481573581696
270,0.23556415736675262
271,0.23523873090744019
272,0.23268455266952515
273,0.2339114397764206
274,0.23204556107521057
275,0.23459315299987793
276,0.23515471816062927
277,0.23181834816932678
278,0.23354549705982208
279,0.23306797444820404
280,0.2345036268234253
281,0.2352646142244339
282,0.23525504767894745
283,0.23411528766155243
284,0.23521453142166138
285,0.23497970402240753
286,0.23577328026294708
287,0.2374965399503708
288,0.23724040389060974
289,0.23705022037029266
290,0.23762162029743195
291,0.23618698120117188
292,0.23645980656147003
293,0.23615983128547668
294,0.23763519525527954
295,0.23764464259147644
296,0.23769737780094147
297,0.2371254414319992
298,0.23776228725910187
299,0.23882350325584412
300,0.23910491168498993
301,0.2392256110906601
302,0.23886893689632416
303,0.23800484836101532
304,0.23728108406066895
305,0.2398887574672699
306,0.23836304247379303
307,0.2394251972436905
308,0.23833835124969482
309,0.23870018124580383
310,0.2409328818321228
311,0.2409156858921051
312,0.24008937180042267
313,0.24033808708190918
314,0.2387564778327942
315,0.2397531419992447
316,0.2440052032470703
317,0.24238517880439758
318,0.24225792288780212
319,0.24194039404392242
320,0.2399677187204361
321,0.24256794154644012
322,0.24201825261116028
323,0.24386540055274963
324,0.2452455461025238
325,0.24408867955207825
326,0.24588878452777863
327,0.2459549605846405
328,0.2459796518087387
329,0.24483025074005127
330,0.24378760159015656
